,track_name,track_artist,lyrics
12549,Lola,The Kinks,"[Verse 1]
I met her in a club down in old Soho
Where you drink champagne and it tastes just like Coca-Cola
C-O-L-A, Cola
She walked up to me and she asked me to dance
I asked her her name and in a dark brown voice, she said, ""Lola""
L-O-L-A, Lola
Lo-Lo-Lo-Lo-Lola

[Chorus]
Well, I'm not the world's most physical guy
But when she squeezed me tight, she nearly broke my spine
Oh, my Lola
Lo-Lo-Lo-Lo-Lola
Well, I'm not dumb, but I can't understand
Why she walks like a woman and talks like a man
Oh, my Lola
Lo-Lo-Lo-Lo-Lola
Lo-Lo-Lo-Lo-Lola

[Post-Chorus]
Well, we drank champagne and danced all night
Under electric candlelight
She picked me up and sat me on her knee
She said, ""Little boy, won't you come home with me?""

[Chorus]
Well, I'm not the world's most passionate guy
But when I looked in her eyes, well, I almost fell for my Lola
Lo-Lo-Lo-Lo-Lola
Lo-Lo-Lo-Lo-Lola

[Refrain]
Lola
Lo-Lo-Lo-Lo-Lola
Lo-Lo-Lo-Lo-Lola

[Bridge]
I pushed her away
I walked to the door
I fell to the floor
I got down on my knees
Well, I looked at her, and she at me

[Verse 2]
Well, that's the way that I want it to stay
And I always want it to be that way for my Lola
Lo-Lo-Lo-Lo-Lola
Girls will be boys and boys will be girls
It's a mixed up, muddled up, shook up world
Except for Lola
Lo-Lo-Lo-Lo-Lola

[Chorus]
Well, I'd left home just a week before
And I'd never, ever kissed a woman before
Lola smiled and took me by the hand
She said, ""Little boy, gonna make you a man""
Well I'm not the world's most masculine man
But I know what I am and I'm glad I'm a man
And so is Lola
Lo-Lo-Lo-Lo-Lola
Lo-Lo-Lo-Lo-Lola

[Outro]
Lola
Lo-Lo-Lo-Lo-Lola
Lo-Lo-Lo-Lo-Lola
Lola
Lo-Lo-Lo-Lo-Lola
Lo-Lo-Lo-Lo-Lola
Lola
Lo-Lo-Lo-Lo-Lola
Lo-Lo-Lo-Lo-Lola
Lola
Lo-Lo-Lo-Lo-Lola
Lo-Lo-Lo-Lo-Lola
Lola
Lo-Lo-Lo-Lo-Lola
Lo-Lo-Lo-Lo-Lola
Lola
"
12525,Cuz You're My Girl,Yung Heazy,"[Verse 1]
It's not the first time that we met
But the last time that we kissed
That's got you rushing through my head
And the feeling I won't miss

[Chorus]
'Cause you're my girl (ah)
I love you and you love me too
(Yes you do, yes you do)
'Cause you're my girl (ah)
I love you and you love me too
(Yes you do, yes you do)
'Cause you're my girl (ah)
I love you and you love me too
Oh yeah I love you

[Verse 2]
You're constantly looking to me
But the mirror it reflects
When I don't know who I should be
I emulate your dialect

[Chorus]
'Cause you're my girl (ah)
I love you and you love me too
(Yes you do, yes you do)
'Cause you're my girl (ah)
I love you and you love me too
(Yes you do, yes you do)
'Cause you're my girl (ah)
I love you and you love me too
Oh yeah and I love you

[Bridge]
It's not the last time that we kissed
But the first time that we met
I saw your image through the crack in the door
Immediately I plotted out a plan to be yours
She's the girl girl girl girl girl
Ran away from me and to move brings me up
And relieves my stress whenever you're around
I hate everything less, don't let me see you blue
I'd lose my voice for you
And all the color schemes in this world
Don't have a thing on this girl
Cause you're-

[Chorus]
My girl and I love you and you love me too
(Yes you do, yes you do)
'Cause you're my girl (ah)
I love you and you love me too
Oh yeah and I love you

[Whispered]
Happy Valentine's day
"
12518,Belleza De Cantina,Cardenales De Nuevo León,"[Letra de ""Belleza de Cantina""]

[Verso 1]
No te preocupes, mi amor; es verdad, la voy a ver
Es verdad que ella fue toda mi vida
Pero recuerda también que cuando a ti te encontré
Yo me moría de dolor a causa de su partida
No me prohíbas salir; tienes razón al sentir
Todos los celos del mundo, mi vida
Voy solo para afrontar que aquello se terminó
Viendo de frente a quien fue la causa de mi desdicha

[Coro]
Sé que sigue tan hermosa, sé que sigue tan graciosa
Pero es solo su envoltura; lo que lleva adentro es basura
Me dice que es una diosa, una reina; la gran cosa
Pero aunque sigue tan divina, será siempre una belleza de cantina

[Puente Instrumental]

[Verso 2]
No te preocupes, mi amor; es verdad, la voy a ver
Es verdad que ella fue toda mi vida
Pero recuerda también que cuando a ti te encontré
Yo me moría de dolor a causa de su partida
No me prohíbas salir; tienes razón al sentir
Todos los celos del mundo, mi vida
Voy solo para afrontar que aquello se terminó
Viendo de frente a quien fue la causa de mi desdicha

[Coro]
Sé que sigue tan hermosa, sé que sigue tan graciosa
Pero es solo su envoltura; lo que lleva adentro es basura
Me dice que es una diosa, una reina; la gran cosa
Pero aunque sigue tan divina, será siempre una belleza de cantina
"
12506,La Mujer Perfecta,KURT,"Tan bonita, que le da celos al cielo
Le va bien lo que se ponga
Y no arregla su cabello

La critican, por qué odia usar tacones
No le gusta ir a fiestas
Y Lee libros por deporte

Quiero que aparezca
Y presumirla a mis amigos como la primera
Que me robó el corazón

Déjame explicarte, que te quiero
Y no te conozco no te tengo
Déjame contarte, que te sueño
La mujer perfecta para mi yeah oh

Me regala, discos y sonrisas
No me hace esperarla y no elige mis camisas

Quiero que aparezca
Y presumirla a mis amigos como la primera
Que me robó el corazón

Déjame explicarte, que te quiero
Y no te conozco no te tengo
Déjame contarte, que te sueño oh oh oh
La mujer perfecta para mi yeah oh

Déjame explicarte, que te quiero
Y no te conozco no te tengo
Déjame contarte, que te sueño oh oh oh
La mujer perfecta para mi yeah
"
12508,Quiero Ver,Café Tacvba,"[Letra de ""Quiero Ver""]

[Verso]
Quiero ver tu risa todo el día
Escuchar la melodía de tu voz
Quisiera ser el brillo de tus ojos
El peine que desnuda tu esplendor
La esquina que te ve cuando caminas

[Verso]
Quiero ver tu risa todo el día
Escuchar la melodía de tu voz
Quisiera ser el brillo de tus ojos
El peine que desnuda tu esplendor
La esquina que te ve cuando caminas

[Coro]
La forma de tus labios
Y quiero ser tu último dolor
Te pido que me cures esta herida
Yo sé muy bien que no es tu obligación
Tan sólo si amortiguas mi caída será mi salvación, wo-uh
Prometo intentar no hacerte daño
Prometo darte todo lo que yo
Prometo regalarte sin reparo mi corazón

[Coro]
La forma de tus labios
Y quiero ser tu último dolor
Te pido que me cures esta herida
Yo sé muy bien que no es tu obligación
Tan sólo si amortiguas mi caída será mi salvación, wo-uh
Prometo intentar no hacerte daño
Prometo darte todo lo que yo
Prometo regalarte sin reparo mi corazón

[Outro]
Prometo intentar no hacerte daño
Prometo darte todo lo que yo
Prometo regalarte sin reparo mi corazón
"
12507,Como te extraño mi amor,Café Tacvba,"[Letra de ""Como Te Extraño Mi Amor""]

[Estribillo]
Cómo te extraño mi amor, ¿por qué será?
Me falta todo en la vida si no estás
Cómo te extraño mi amor, ¿qué puedo hacer?
Te extraño tanto que voy a enloquecer

[Pre-Coro]
A veces pienso que tú nunca vendrás
Pero te quiero y te tengo que esperar
Es el destino me lleva hasta el final
Donde algún día mi amor te encontrará

[Coro]
Ay, amor divino
Pronto tienes que volver

[Estribillo]
Cómo te extraño
Me falta todo en la vida si no estás
Cómo te extraño
Te extraño tanto que voy a enloquecer

[Pre-Coro]
A veces pienso que tú nunca vendrás
Pero te quiero y te tengo que esperar
Es el destino me lleva hasta el final
Donde algún día mi amor te encontrará

[Coro]
Ay, amor divino
Pronto tienes que volver

[Verso 1]
El dolor es fuerte lo soporto
Porque vivo pensando en tu amor
Quiero verte, tenerte y besarte
Y entregarte todo mi corazón

[Coro]
Ay, amor divino
Pronto tienes que volver
Ay, amor divino
Pronto tienes que volver
"
12545,Once I Had A Love,Blondie,"Once I had a love and it was a gas
Soon turned out to be a thing of the past
Seemed like the real thing, only to find
Mucho mistrust, love's gone behind

Once I had a love and it was divine
Soon found out I was losin' my mind
Seemed like the real thing, but I was so blind
Mucho mistrust, love's gone behind

In between
What I find is pleasin' and I'm feelin' fine
Love is so confusing, there's no peace of mind
If I fear I'm losin' you, it's just no good
You teasin' like you do

Once I had a love and it was a gas
Soon turned out to be a pain in the ass
Seemed like the real thing, but I was so blind
Mucho mistrust, love's gone behind

Lost inside
Adorable illusion and I cannot hide
I'm the one you're usin', please don't push me aside
We could've made it cruisin', yeah

Ridin' high
On love's true bluish lie

Ooh, oh
Ooh, ah

Once I had a love I thought was a gas
Soon turned out to be a pain in the ass
Seemed like the real thing, but I was so blind
Mucho mistrust, love's gone behind
"
12524,Loco,M2H,"[Letra de ""Loco""]

[Verso 1]
Me diste de esa vibra, bae, que no encontraba
Y me dejaste loco, no encuentro palabras
Para describir lo que causaste en mi interior
Me persigue a todos lados tu olor
Ahora estoy solo esperando tu llamada
Muchas están hablando, pero yo no quiero nada
Más que tu actitud, tus ojos marrones mi luz, yeh
Qué fea es la soledad
Extrañándote, ¿dónde estarás?
Quizá con uno más del montón
Loquita solo te pongo yo
Ahora estoy solo esperando tu llamada
Muchas están hablando, pero yo no quiero nada
Más que tu actitud, tus ojos marrones mi luz
Ye-ye-yeah

[Estribillo]
Y si preguntas por mi te dirán
Que ando con muchas, pero no es verdad
Yo por ti estoy loco, me volviste un loco
Loco por ti
Desde que vi tus ojos me perdí
Probé de tu droga, fue un frenesí
Mi vicio, me ahoga, no quiero salir
No quiero salir

[Puente]
Y si preguntas por mi te dirán
Que ando con muchas, pero no es verdad
Yo por ti estoy loco, me volviste loco, yeah

[Verso 2]
Me pregunto dónde estás
Te escribo, te llamo y no contestas
Dime si es que junto a mi tú no ves paz
O si crees lo que dicen los demás, los demás
Solo estoy pensando en ti mientras enrolo
Si me prendo uno me controlo
Solo pienso en el futuro ma'
Y espero que tú pienses igual
Tú y yo estamos locos
Confiamos en pocos, tenemos el corazón roto
Pero podemos curarnos lo que hicieron otros
Solo pienso en el futuro ma'
Y espero que tú pienses igual

[Estribillo]
Y si preguntas por mi te dirán
Que ando con muchas, pero no es verdad
Yo por ti estoy loco, me volviste loco
Loco por ti
Desde que vi tus ojos me perdí
Probé de tu droga, fue un frenesí
Mi vicio, me ahoga, no quiero salir
No quiero salir

[Puente]
Y si preguntas por mi te dirán
Que ando con muchas, pero no es verdad
Yo por ti estoy loco, me volviste loco

[Verso 3]
Yo no miento, te lo juro
Me hace daño la distancia entre los dos
Un loco con razón
Veo en cada mujer tu cara
Me hiciste brujería, cosas raras
Me tienes bebiendo solo en mi sala
Me tienes fumando como en La Habana
Como en La Habana
Soy adicto a lo que haces
Cuando muere la distancia entre los dos
Un loco con razón
Ye-yeah

[Outro]
Estaba sola
Kaeve en la música
(Estaba sola)
Yo soy [?] (Ye-ye-yeah)
Estaba sola
Jota Gallardo men
Es que me tiene loca ella
Estamo' loco' baby
Estamo' locos los dos (Loco, loco)
[?]
Franco Banda, Franco Banda
Chengue Dengue, [?]
M2
[?]
"
12516,Locos,León Larregui,"[Letra de ""Locos""]

[Pre-Coro]
Estoy contento de tenerte cerca, muy cerca de mí
Que me digas loco, que me des de besos
Y que te rías de mí
Sabes qué quiero decir
Ya no me mires así

[Coro]
Simplemente puedo decirte
Que eres lo más bonito que he visto en toda mi vida
Y sé que nunca te lo he dicho
Y me da miedo confesar pero antes quiero besarte
Llevo un rato tratando de decirte
Que ya no puedo vivir sin ti
Llevo años tratando de decirte
Que te amo (Oh oh oh)

[Pre-Coro]
Estoy contento de tenerte cerca, muy cerca de mí
Que me digas loco, que me des de besos
Y que te rías de mí
Sabes qué quiero decir
Ya no me mires así

[Coro]
Simplemente puedo decirte
Que eres lo más bonito que he visto en toda mi vida
Y sé que nunca te lo he dicho
Y me da miedo confesar pero antes quiero besarte
Llevo un rato tratando de decirte
Que ya no puedo vivir sin ti
Llevo años tratando de decirte
Que te amo (Oh oh oh)

[Outro]
Esta noche estás loca como yo, esta noche
Esta noche estás loca como yo, estás loca
"
12509,Eres,Café Tacvba,"[Letra de ""Eres""]

[Verso 1]
Eres lo que más quiero en este mundo, eso eres
Mi pensamiento más profundo, también eres
Tan solo dime lo que hago, aquí me tienes

[Verso 2]
Eres, cuando despierto lo primero, eso eres
Lo que a mi vida le hace falta si no vienes
Lo único, preciosa, que en mi mente habita hoy

[Coro 1]
¿Qué más puedo decirte?
Tal vez puedo mentirte sin razón
Pero lo que hoy siento es que sin ti estoy muerto
Pues eres lo que más quiero en este mundo, eso eres

[Puente Instrumental]

[Verso 3]
Eres el tiempo que comparto, eso eres
Lo que la gente promete cuando se quiere
Mi salvación, mi esperanza, y mi fe

[Verso 4]
Soy el que quererte quiere como nadie, soy
El que te llevaría el sustento día a día, día a día
El que por ti daría la vida, ese soy

[Coro 2]
Aquí estoy a tu lado
Y espero aquí sentado hasta el final
No te has imaginado lo que por ti he esperado
Pues eres lo que yo amo en este mundo, eso eres

[Post-coro]
Cada minuto en lo que pienso, eso eres
Lo que más cuido en este mundo, eso eres

[Outro Instrumental]
"
12510,Love,Zoé,"[Letra de ""Love""]

[Verso 1]
En tu planeta me quedé
Fue por un tiempo y nunca fue mi plan
Pero mi nave se averió
Y ahora estoy perdido aquí
En mañanas con tres soles y múltiples visiones
Montañas transparentes, anémonas de luz
Partículas de amor y recuerdos de ti

[Coro]
Love, love, love
Love, love, love
Love, love, love, love, love

[Verso 2]
En tu planeta me quedé
Fue por un tiempo y nunca fue mi plan
Pero mi nave se averió
Y ahora estoy perdido aquí
En mañanas con tres soles y múltiples visiones
Montañas transparentes, anémonas de luz
Partículas de amor y recuerdos de ti

[Coro]
Love, love, love
Love, love, love
Love, love, love
Love, love, love
Love, love, love
Love, love, love
Love, love, love
Love, love, love (uh uh uh, uh uh uh)
Love, love, love (uh uh uh, uh uh uh)
Love, love, love
Love, love, love (uh uh uh, uh uh uh)
Love, love, love
Love, love, love
Love, love, love ah
"
12547,Catalina Breeze,The Blue Jean Committee,"[Verse 1]
TV says you got those high class blues
Seems the caravan to Aruba is not the road that you would choose
A bar stool intellectual, with a Master’s degree in small talk...
And going to the movies

[Chorus]
Catalina Breeze (Catalina)
Catalina Breeze (Catalina)
Ahhhhh

[Bridge with Guitar Solo]

[Verse 2]
The daytime party flowed with champagne filled coconuts
Seemed the grand marshal lacked your point of view
Your philosophies are taken from a high class magazine....
And going to the movies

[Chorus]
Catalina Breeze (Catalina)
Catalina Breeze (Catalina)
Ahhhhh
[Repeat Chorus]
"
12526,Los Malaventurados No Lloran,PXNDX,"[Letra de ""Los Malaventurados No Lloran""]

[Verso 1]
Sé que está en algún lugar mejor
Donde no hay abuso, fuera de este mundo
Quiero encontrar el medio para yo
Poder hablar con ella, poder decirle a ella

[Coro]
Que aquí todo está peor
Que al igual que ella, mi voluntad también murió
Le quiero platicar que todo sale mal
Que yo la alcanzaría, teniendo la oportunidad

[Verso 2]
Sé que ella se siente mejor
Allá no hay suplicio, sería muy impulsivo
El utilizar el medio y llegar a lo desconocido
Sentirla al lado mío, y decir

[Coro]
Que todo está peor
Que al igual que ella, mi esperanza se murió
La quiero abrazar, que todo sea igual
Mi vida ya es tan gris que el dolor jamás se marchará

[Puente]
Me debería de acordar, debo yo recordar y sentirse mejor
Es mejor no creer en el amor, así como le hago yo
La debería de odiar por dejarme aquí, pero ella no escogió
Soy un simple amante loco y yo, he aprendido mi lección

[Verso 1]
Sé que está en algún lugar mejor
Donde no hay abuso, fuera de este mundo
Quiero encontrar el medio para yo
Poder hablar con ella, poder decirle a ella

[Coro]
Que aquí todo está peor
Que al igual que ella, mi voluntad también murió
La quiero saludar, a su oído suspirar
Que mientras yo la extraño, mi vida desvanece más
"
12511,Arrullo De Estrellas,Zoé,"[Letra de ""Arrullo De Estrellas""]

[Pre-Coro]
En el faro de tu amor, en el regazo de tu piel
Me dejo llevar al sol
Es que no hay nadie como tú, que me haga sentir así
En un arrullo de estrellas
Oh, oh-oh

[Coro]
Te lo digo desde el alma
Y con el corazón abierto

[Verso 1]
En un páramo de luz, despojados del dolor
Nos volvemos a encontrar
Al final del infinito, entre ríos púrpura
A la fuente regresar
Ah, ah-ah

[Pre-Coro]
En el faro de tu amor, en el regazo de tu piel
Me dejo llevar al sol
Al final del infinito, entre ríos púrpura
Nos volvemos a encontrar
Ah, ah-ah

[Coro]
Eres mi amor eterno, mi ángel de la guarda
Ah, ah-ah-ah
Te lo digo desde al alma y con el corazón abierto
Ah, ah-ah

[Verso 2]
Entre tus alas dormí
Y en tu mirada compasiva crecí
Siempre confiaste en todo lo que soñé
Y me cuidaste y me guiaste hasta aquí
Ah, ah-ah

[Coro]
Te lo digo desde el alma y con el corazón abierto
Ah, ah-ah
Eres mi amor eterno, mi ángel de la guarda
Ah, ah-ah
Te lo digo desde el alma y con el corazón abierto
Ah, ah-ah-ah
Eres mi amor eterno, mi ángel de la guarda
Ah, ah-ah

[Outro]
Te lo digo desde alma, María, llena eres de gracia
Ah, ah-ah-ah
"
12500,Cool with You,Her's,"[Verse 1]
We don't have to know
Anyone at all
Anyone at all
Draw the blinds back slow
Sun fades in our room
Two begin to bloom
Silk skin lovers danced
With diamonds in their hands
Diamonds in their hands
We could feel like them
Rarely would we ask
Of things we used to have

[Chorus]
Is that cool with you?
That I wanna call your name
Is that cool with you?
That I wanna call your name
Is that news to you?
That I wanna call your name
Is that cool with you?
That I wanna call

[Verse 2]
We don't have to go
Anywhere at all
Anywhere at all
Bless our garden's growth
Ivy climbs the wall
Heather in the fall
Smoke-screen those who stand
So righteous in our path
That never thought to ask
We'll define what's fair
Oh baby they prefer
Illusion to despair

[Chorus]
Is that cool with you?
That I wanna call your name
Is that cool with you?
That I wanna call your name
Is that news to you?
That I wanna call your name
Is that cool with you?
That I wanna call

[Bridge]
I see their heads against the windows
Breathing on the glass
Dreaming of the day that they can finally relax
If only this normality
Belonged to more than fantasy
It's too much

[Verse 3]
Well they're hoping and faking
They're curled in disdain
The flowers too tall for the table again
But it's alright, they called it faith

[Outro]
Is that cool with you?
That I wanna call your name
Is that cool with you?
That I wanna call your name
"
12514,Como Tú,León Larregui,"Letra de ""Como Tú (Magic Music Box)""
[Intro]
One
Two
One, two, three, four

[Pre-Coro]
Y a mí me gustan como tú
Rebeldes y obstinadas
Con ese glamour celestial
De nubes en los pies
Misteriosas como el mar

[Verso 1]
Me gusta el tiempo de tu swing
Me gusta cómo bailas
Elegante ultra sensual
Vampira natural
Te vuelves una con la noche

[Coro]
Me robaste el corazón
Secuestraste la razón
En ese magic music box
Y me haces rodar y rodar

[Pre-coro]
Y a mí me gustan como tú
Rebeldes y obstinadas
Con ese glamour celestial
De nubes en los pies
Misteriosas como el mar

[Verso 2]
Y el sonido de tu voz
La luz de tu mirada
Elegante ultra sensual
Vampira natural
Te vuelves una con la noche

[Coro]
Me robaste el corazón
Secuestraste la razón
En ese magic music box
Y me haces rodar y rodar

[Break Instrumental]

[Coro]
Me robaste el corazón
Secuestraste la razón
En ese magic music box
Y me haces rodar y rodar

[Coro]
Me robaste el corazón
Secuestraste mi razón
En ese magic music box
Y me haces rodar y rodar
"
12513,Soñé,Zoé,"[Letra de ""Soñé (Unplugged)""]

[Verso 1: León Larregui]
Ruego al tiempo aquel momento
En que mi mundo se paraba entre tus labios

[Pre-Coro: León Larregui & Denise Gutiérrez]
Solo para revivir y derretirme una vez más
Mirando tus ojos negros
Tengo ganas de ser aire
Y me respires para siempre
Pues no tengo nada que perder

[Coro: León Larregui & Denise Gutiérrez]
Y todo el tiempo estoy pensando en ti
En el brillo del sol, en un rincón del cielo
Y todo el tiempo estoy pensando en ti
En el eco del mar que retumba en tus ojos, soñé

[Pre-Coro: León Larregui, León Larregui & Denise Gutiérrez]
Solo para revivir y derretirme una vez más
Mirando tus ojos negros
Tengo ganas de ser aire
Y me respires para siempre
Pues no tengo nada que perder

[Coro: León Larregui & Denise Gutiérrez]
Y todo el tiempo estoy pensando en ti
En el brillo del sol, en un rincón del cielo
Y todo el tiempo estoy pensando en ti
En el eco del mar que retumba en tus ojos
Y todo el tiempo estoy pensando en ti
En el brillo del sol y una mirada tuya, soñé

[Outro: León Larregui & Denise Gutiérrez]
Sí, te soñé, sí, te soñé una vez más
"
12512,Veneno,Zoé,"[Letra de ""Veneno""]

[Verso 1]
Sobre ti, sobre mí
O de estrellas que se funden
Si eres tú, si es el sol
O es la luna

[Verso 2]
Si es temor, si es rencor
O la falsa indiferencia
De una mancha de lluvia
En tu memoria

[Verso 3]
Amanece otra vez
Y las horas se hacen tibias
Se desangran las sombras perfumadas

[Verso 4]
Una araña gigante
Dando vueltas en el aire
Una bola de niebla
Contraataca

[Coro]
Hablemos de luces
Hablemos de nada
Hablemos de cosas de verdad
De lo mortal

A veces tan triste
Y a veces tan libre
Veneno la confusión
Veneno yo

[Interludio]

[Verso 5]
Sobre ti, sobre mí
O de estrellas que se funden
Si eres tú, si es el sol
O es la luna

[Coro]
Hablemos de luces
Hablemos de nada
Hablemos de cosas de verdad
De lo mortal

A veces tan triste
Y a veces tan libre
Veneno la confusión
Veneno yo

[Coro]
Hablemos de luces
Hablemos de nada
Hablemos de cosas de verdad
De lo mortal

A veces tan libre
Y a veces tan triste
Veneno la confusión
Veneno yo

[Outro]
Este día y en este lugar
Este día y en este lugar
Este día y en este lugar
Este día y en este lugar
Este día y en este lugar
Este día y en este lugar
"
12515,Souvenir,León Larregui,"[Letra de ""Souvenir""]

[Verso 1]
Y así fue que me olvide de mí
Tratando de hacerte feliz
Y en el intento, me perdí
Y me dio miedo la distancia
De no ser bueno para ti
Y a un precipicio, me tiré

[Pre-Coro]
Oh, no existe el amor
No existe el amor, oh-oh-oh
Oh, cuando le buscas siempre fuera de ti

[Coro]
Un vil souvenir
Tu tesoro, un pedazo de ayer
Mejor así, sin engaños ni mentiras

[Verso 2]
Y dices que no estabas lista
Que no debiste continuar
Pero ya es tarde pa' volver
Y fueron tantas las palabras
Mil promesas a la vez
Habrá ilusiones huérfanas

[Pre-Coro]
Oh, no existe el amor
No existe el amor, oh-oh-oh
Cuando lo buscas siempre fuera de ti
Oh, me dices que soy un ser especial, oh-oh-oh
Oh, pero me haces sentir como un vil souvenir

[Coro]
Un vil souvenir
Tu tesoro, un pedazo de ayer
Mejor así, sin engaños ni mentiras

[Pre-Coro]
Oh, no existe el amor
No existe el amor, oh-oh-oh
Cuando lo buscas siempre fuera de ti
Oh, me dices que soy un ser especial, oh-oh-oh
Oh, pero me haces sentir como un vil souvenir

[Coro]
Un vil souvenir
Tu tesoro, un pedazo de ayer
Mejor así, sin engaños ni mentiras

[Outro]
Ta-ra-ra-ra-ra
Ta-ra-ra, ta-ra-ra
"
12505,Only in My Dreams,The Marías,"[Verse 1]
Baby stay with me
I feel it happening
I guarantee
With every inch of me
Tonight I'll sleep
With demons in my hair
That talk to me
It's only just a dream

[Verse 2]
Baby stay here
The whispers in the trees
Are getting near
You're everything I need
To bare this fear
The demons in my bed
They're always here
It's only just a dream

[Verse 3]
Babe I'd rather stay
Inside your dream
If I could disappear
Beneath the leaves
"
12543,Piledriver Waltz,Arctic Monkeys,"[Verse 1]
I etched the face of a stopwatch on the back of a raindrop
And did a swap for the sand in an hourglass
I heard an unhappy ending, it sort of sounds like you leaving
I heard the piledriver waltz, it woke me up this morning

[Chorus]
You look like you've been for breakfast at the heartbreak hotel
And sat in the back booth by the pamphlets
And the literature on how to lose
Your waitress was miserable and so was your food
If you're gonna try and walk on water
Make sure you wear your comfortable shoes

[Verse 2]
Mysteries flashing amber go green when you answer
But the red on the rest of the questionnaire never changes
I heard the news that you're planning
To shoot me out of a cannon
I heard the piledriver waltz, it woke me up this morning

[Chorus]
You look like you've been for breakfast at the heartbreak hotel
And sat in the back booth by the pamphlets
And the literature on how to lose
Your waitress was miserable and so was your food
If you're gonna try and walk on water
Make sure you wear your comfortable shoes

[Outro]
Oh-oh, oh-oh
Piledriver
"
12521,Crimen,Gustavo Cerati,"[Letra de ""Crimen""]

[Verso 1]
La espera me agotó
No sé nada de vos
Dejaste tanto en mí
En llamas me acosté
Y en un lento degradé
Supe que te perdí

[Coro]
¿Qué otra cosa puedo hacer?
Si no olvido, moriré
Y otro crimen quedará
Otro crimen quedará sin resolver

[Verso 2]
Una rápida traición
Y salimos del amor
Tal vez me lo busqué
Mi ego va a estallar
Ahí donde no estás
Oh, los celos otra vez

[Coro]
¿Qué otra cosa puedo hacer?
Si no olvido, moriré
Y otro crimen quedará
Otro crimen quedará sin resolver

[Puente]
Uh, uh
Uh, uh

[Coro]
No lo sé
Cuánto falta, no lo sé
Si es muy tarde, no lo sé
Si no olvido, moriré
¿Qué otra cosa puedo hacer?
Oh, ¿qué otra cosa puedo hacer?
Ahora sé lo que es perder
Oh-oh-oh

[Outro]
Otro crimen quedará
Otro crimen quedará sin resolver
"
12527,One Way Trigger,The Strokes,"[Intro]
(One, two, three)

[Verse 1]
Get dressed in your bed
While she's asleep
It isn’t right
But it isn’t hard
Tell me, tell me, won’t you understand
Show me, show me, show me a better plan
It’s summer lies
It's someone else's nothing
Here it comes now

[Pre-Chorus]
You asked me to stay
You asked me to stay
You asked me to stay
But there’s a million reasons to leave

[Chorus]
Find a job
Find a friend
Find a home
Find a dog
Settle down
Out of town
Find a dream
Shut it down

[Verse 2]
Please, please don’t point it that way
It’s just a trigger that goes once and you’ll be unafraid
I wish that I'd been noticed but it never goes that way
The silence that you brought has gone, gone, gone
Tell me, tell me, won’t you understand?
Show me, show me, show me

[Pre-Chorus]
You asked me to stay
You asked me to stay
You asked me to stay
But there’s a million reasons to leave

[Bridge]
Show me what to say
Show me what to be
Show me what to see
Show me what to be

[Chorus]
Find a job
Find a friend
Find a home
Find a dog
Settle down
Out of town
Find a dream
Shut it down

[Outro]
I don’t wanna be in there with you
I don't wanna be in there without your loving either
I waited for your thoughts
Can't wait no longer
"
12539,Don't Look Back Into The Sun,The Libertines,"Yeah!
Don’t look back into the sun
Now you know that the time is come
And they said it would never come for you oh oh oh oh

Oh my friend you haven’t changed
You're looking rough and living strange
And I know you got a taste for it too oh oh oh

They'll never forgive you but they won't let you go (oh no)
She'll never forgive you but she won't let you go, oh no!

Don't look back into the sun
You've cast your pearls but you're on the run
And all the lies you said, who did you save?

And then they played that song at the Death Disco
It started fast but it ends so slow
And all the time just reminded me of you

They'll never forgive you but they won't let you go (let me go!)
She'll never forgive you but she won't let you go, oh no!

They'll never forgive you but they won't let you go (let me go!)
She'll never forgive you but she won't let you go, oh no!
"
